Time,demand_24,temperature_24,demand,temperature_forecast,Hour_24,Working_day_24
2021-12-29 09:00:00,34.43987092,1.9,36.13467073,2.3106819750231935,9.0,1.0
2021-12-29 10:00:00,35.35107597,2.3,36.97171417,2.180511729656225,10.0,1.0
2021-12-29 11:00:00,35.68249027,2.9,36.96302183,3.172684001350934,11.0,1.0
2021-12-29 12:00:00,35.52820851,3.2,37.21353154,3.5760301478947665,12.0,1.0
2021-12-29 13:00:00,35.65426654,3.5,37.28720173,2.669411135229979,13.0,1.0
2021-12-29 14:00:00,35.46951735,3.8,37.00889702,1.9315742232912025,14.0,1.0
2021-12-29 15:00:00,35.72340676,4.2,37.7128561,6.204523766147739,15.0,1.0
2021-12-29 16:00:00,35.66191264,4.2,38.36520365,3.054430713049628,16.0,1.0
2021-12-29 17:00:00,35.69001054,3.9,38.12316883,3.6581671005901786,17.0,1.0
2021-12-29 18:00:00,34.59483071,4.1,37.19916996,4.643988317330347,18.0,1.0
2021-12-29 19:00:00,33.39447564,4.4,36.13018977,3.5057690713281913,19.0,1.0
2021-12-29 20:00:00,31.79874675,4.8,34.65968841,4.680712283015331,20.0,1.0
2021-12-29 21:00:00,29.9582305,5.5,32.92578283,5.975819588150456,21.0,1.0
2021-12-29 22:00:00,27.2554099,6.1,30.33690217,4.469843442472904,22.0,1.0
2021-12-29 23:00:00,24.92838693,6.3,28.0862582,6.775326564753045,23.0,1.0
2021-12-30 00:00:00,23.42868795,6.4,26.6655534,5.723519874078425,0.0,1.0
2021-12-30 01:00:00,22.50482966,6.5,25.93968568,7.281254253685194,1.0,1.0
2021-12-30 02:00:00,21.82977056,6.5,25.56393274,5.451900454933298,2.0,1.0
2021-12-30 03:00:00,21.52397532,6.4,25.4087738,5.380128488440798,3.0,1.0
2021-12-30 04:00:00,21.60579844,6.3,25.66598002,6.602857263065315,4.0,1.0
2021-12-30 05:00:00,22.24347727,6.3,26.6086752,6.208592333880275,5.0,1.0
2021-12-30 06:00:00,23.50448802,6.0,29.13877028,7.138539161446661,6.0,1.0
2021-12-30 07:00:00,24.95535524,5.9,31.78487597,4.217964568693632,7.0,1.0
2021-12-30 08:00:00,26.43780587,5.9,33.87313511,6.7209623353629695,8.0,1.0
2021-12-30 09:00:00,27.64880283,6.1,34.43987092,6.678666944211532,9.0,1.0
2021-12-30 10:00:00,28.97989581,6.3,35.35107597,5.661900571779941,10.0,1.0
2021-12-30 11:00:00,29.43626689,6.6,35.68249027,5.946657479620943,11.0,1.0
2021-12-30 12:00:00,29.8979001,6.7,35.52820851,7.2607293071780195,12.0,1.0
2021-12-30 13:00:00,30.25279767,6.6,35.65426654,6.656837686618576,13.0,1.0
2021-12-30 14:00:00,30.70765068,6.3,35.46951735,7.25711576478568,14.0,1.0
2021-12-30 15:00:00,31.80882344,6.2,35.72340676,5.0116565813774825,15.0,1.0
2021-12-30 16:00:00,32.9662081,6.0,35.66191264,7.6640105280857895,16.0,1.0
2021-12-30 17:00:00,33.12420334,5.7,35.69001054,5.177722774779768,17.0,1.0
2021-12-30 18:00:00,31.72241275,5.7,34.59483071,6.334105636652407,18.0,1.0
2021-12-30 19:00:00,30.13536196,5.5,33.39447564,6.759104691412255,19.0,1.0
2021-12-30 20:00:00,28.38178467,5.5,31.79874675,5.1932018969605025,20.0,1.0
2021-12-30 21:00:00,26.7331297,5.4,29.9582305,5.218230750295679,21.0,1.0
2021-12-30 22:00:00,25.45964038,5.0,27.2554099,3.609269279983016,22.0,1.0
2021-12-30 23:00:00,24.5854856,4.4,24.92838693,5.171362663668957,23.0,1.0
2021-12-31 00:00:00,24.00310981,4.2,23.42868795,4.699927978849926,0.0,0.0
2021-12-31 01:00:00,23.3647752,4.4,22.50482966,3.4363053834311725,1.0,0.0
2021-12-31 02:00:00,22.67862333,4.3,21.82977056,4.822451566792891,2.0,0.0
2021-12-31 03:00:00,21.96059006,4.2,21.52397532,5.790339403263705,3.0,0.0
2021-12-31 04:00:00,22.15695182,3.0,21.60579844,4.604204467243254,4.0,0.0
2021-12-31 05:00:00,22.7437868,1.4,22.24347727,2.0934097020465856,5.0,0.0
2021-12-31 06:00:00,23.35773595,1.4,23.50448802,1.838844825734408,6.0,0.0
2021-12-31 07:00:00,24.27108752,0.7,24.95535524,-0.2029334006015272,7.0,0.0
2021-12-31 08:00:00,25.10407761,0.9,26.43780587,0.21189754951524864,8.0,0.0
2021-12-31 09:00:00,25.79804329,0.8,27.64880283,1.7682498071676644,9.0,0.0
2021-12-31 10:00:00,27.05809913,1.2,28.97989581,2.01563524248938,10.0,0.0
2021-12-31 11:00:00,28.39332678,1.4,29.43626689,2.254760328085001,11.0,0.0
2021-12-31 12:00:00,29.18491421,1.6,29.8979001,1.8157792160497461,12.0,0.0
2021-12-31 13:00:00,29.77003472,1.5,30.25279767,0.05181872158052969,13.0,0.0
2021-12-31 14:00:00,30.19007454,1.3,30.70765068,0.82091526403259,14.0,0.0
2021-12-31 15:00:00,31.30088809,1.2,31.80882344,0.5978064580533572,15.0,0.0
2021-12-31 16:00:00,32.03944775,1.1,32.9662081,1.5276109659544133,16.0,0.0
2021-12-31 17:00:00,32.47356918,1.1,33.12420334,1.1433913413205907,17.0,0.0
2021-12-31 18:00:00,32.19600546,1.2,31.72241275,1.1375567481351399,18.0,0.0
2021-12-31 19:00:00,31.92177046,1.2,30.13536196,2.474034726286831,19.0,0.0
2021-12-31 20:00:00,30.86749827,1.1,28.38178467,3.0668008398827973,20.0,0.0
2021-12-31 21:00:00,29.53047911,0.6,26.7331297,1.5128565774099818,21.0,0.0
2021-12-31 22:00:00,28.01121884,0.4,25.45964038,-0.10067131107348704,22.0,0.0
2021-12-31 23:00:00,26.24107062,0.8,24.5854856,1.1336342613959418,23.0,0.0
2022-01-01 00:00:00,24.9831627,1.6,24.00310981,2.406758669932176,0.0,0.0
2022-01-01 01:00:00,23.85090728,2.6,23.3647752,0.38944969844251576,1.0,0.0
2022-01-01 02:00:00,22.96709169,3.2,22.67862333,3.2179529343938342,2.0,0.0
2022-01-01 03:00:00,22.37761726,3.9,21.96059006,3.091277372857845,3.0,0.0
2022-01-01 04:00:00,22.1381833,4.5,22.15695182,2.930995476227264,4.0,0.0
2022-01-01 05:00:00,22.34174874,4.6,22.7437868,5.105352812010956,5.0,0.0
2022-01-01 06:00:00,22.88920194,5.3,23.35773595,4.915976187718872,6.0,0.0
2022-01-01 07:00:00,23.36376984,6.3,24.27108752,9.024968501869024,7.0,0.0
2022-01-01 08:00:00,24.33442874,6.7,25.10407761,6.49825806174005,8.0,0.0
2022-01-01 09:00:00,25.26754555,6.8,25.79804329,8.851347116485167,9.0,0.0
2022-01-01 10:00:00,26.64657292,7.0,27.05809913,9.260673361780896,10.0,0.0
2022-01-01 11:00:00,27.34501097,6.9,28.39332678,6.00097989117333,11.0,0.0
2022-01-01 12:00:00,28.61086076,6.9,29.18491421,6.3744061111845545,12.0,0.0
2022-01-01 13:00:00,28.93085085,6.9,29.77003472,7.561520546647819,13.0,0.0
2022-01-01 14:00:00,28.68231756,6.8,30.19007454,7.228471460307588,14.0,0.0
2022-01-01 15:00:00,29.69735357,6.4,31.30088809,4.829396307129071,15.0,0.0
2022-01-01 16:00:00,30.80471347,6.1,32.03944775,6.350080359398856,16.0,0.0
2022-01-01 17:00:00,31.03122781,6.0,32.47356918,6.252938683791022,17.0,0.0
2022-01-01 18:00:00,31.13613879,6.0,32.19600546,7.688208607746654,18.0,0.0
2022-01-01 19:00:00,30.33131335,5.9,31.92177046,6.026424681422104,19.0,0.0
2022-01-01 20:00:00,28.85788469,5.9,30.86749827,5.946272045411771,20.0,0.0
2022-01-01 21:00:00,27.1698602,5.8,29.53047911,5.080820509121827,21.0,0.0
2022-01-01 22:00:00,25.17886485,5.8,28.01121884,4.282638182523034,22.0,0.0
2022-01-01 23:00:00,23.2562907,5.8,26.24107062,7.216069853714868,23.0,0.0
2022-01-02 00:00:00,22.00424876,5.4,24.9831627,3.6341621126085135,0.0,1.0
2022-01-02 01:00:00,21.79006309,5.4,23.85090728,6.125813792639863,1.0,1.0
2022-01-02 02:00:00,21.1448861,5.3,22.96709169,4.345652807768499,2.0,1.0
2022-01-02 03:00:00,21.01299844,5.1,22.37761726,4.290747165426005,3.0,1.0
2022-01-02 04:00:00,21.33285185,5.2,22.1381833,4.945813467938535,4.0,1.0
2022-01-02 05:00:00,22.81178985,5.2,22.34174874,6.031398583257576,5.0,1.0
2022-01-02 06:00:00,25.93010654,5.2,22.88920194,6.875988528774369,6.0,1.0
2022-01-02 07:00:00,29.15618224,5.1,23.36376984,4.659898549513042,7.0,1.0
2022-01-02 08:00:00,31.4246833,5.1,24.33442874,3.8657010302809267,8.0,1.0
2022-01-02 09:00:00,31.81327193,5.3,25.26754555,5.677804119132169,9.0,1.0
2022-01-02 10:00:00,32.16886669,5.5,26.64657292,6.8035920756017125,10.0,1.0
2022-01-02 11:00:00,32.49668184,5.6,27.34501097,5.099044654563568,11.0,1.0
2022-01-02 12:00:00,33.00014665,5.6,28.61086076,4.831855171947749,12.0,1.0
2022-01-02 13:00:00,33.20951898,5.6,28.93085085,4.852859505351964,13.0,1.0
2022-01-02 14:00:00,33.13891461,5.6,28.68231756,4.925053798476721,14.0,1.0
2022-01-02 15:00:00,33.63257288,5.5,29.69735357,3.9085087610637457,15.0,1.0
2022-01-02 16:00:00,34.06316237,5.3,30.80471347,4.805458813006107,16.0,1.0
2022-01-02 17:00:00,34.45803813,5.3,31.03122781,6.891957230601217,17.0,1.0
2022-01-02 18:00:00,33.49441203,5.1,31.13613879,3.5928773791646442,18.0,1.0
2022-01-02 19:00:00,32.46256969,5.0,30.33131335,5.471799041817044,19.0,1.0
2022-01-02 20:00:00,31.17906684,4.8,28.85788469,4.502645956131084,20.0,1.0
2022-01-02 21:00:00,29.15906555,4.7,27.1698602,5.029987042762258,21.0,1.0
2022-01-02 22:00:00,26.52363227,4.7,25.17886485,5.9803572824462705,22.0,1.0
2022-01-02 23:00:00,24.15448306,3.8,23.2562907,3.720994274085389,23.0,1.0
2022-01-03 00:00:00,22.98376414,2.5,22.00424876,4.122152640866843,0.0,1.0
2022-01-03 01:00:00,23.05372184,1.6,21.79006309,1.5070124288472302,1.0,1.0
2022-01-03 02:00:00,22.91222062,0.6,21.1448861,2.2328784689277437,2.0,1.0
2022-01-03 03:00:00,23.20784491,0.0,21.01299844,-1.151905945721885,3.0,1.0
2022-01-03 04:00:00,24.09393819,-0.9,21.33285185,0.04773875293135199,4.0,1.0
2022-01-03 05:00:00,25.93375567,-0.9,22.81178985,-0.4374063935681311,5.0,1.0
2022-01-03 06:00:00,29.08466806,-0.8,25.93010654,-0.13526318016468153,6.0,1.0
2022-01-03 07:00:00,32.99791298,-0.8,29.15618224,-2.273103543450842,7.0,1.0
2022-01-03 08:00:00,35.13377611,-1.0,31.4246833,0.20496089471423962,8.0,1.0
2022-01-03 09:00:00,35.46974753,-0.5,31.81327193,-0.7981055867072784,9.0,1.0
2022-01-03 10:00:00,35.35609827,0.2,32.16886669,0.2891686578221354,10.0,1.0
2022-01-03 11:00:00,34.77731358,0.6,32.49668184,0.5561871311517455,11.0,1.0
2022-01-03 12:00:00,34.73597614,0.7,33.00014665,1.4992467599808852,12.0,1.0
2022-01-03 13:00:00,35.39288146,0.5,33.20951898,0.9602258824061949,13.0,1.0
2022-01-03 14:00:00,35.44248529,0.0,33.13891461,-0.7187961875360062,14.0,1.0
2022-01-03 15:00:00,36.52810283,-0.2,33.63257288,-0.3139164570329813,15.0,1.0
2022-01-03 16:00:00,37.61489906,-0.1,34.06316237,-0.3999575526614755,16.0,1.0
2022-01-03 17:00:00,37.88575601,0.4,34.45803813,1.1646650964882208,17.0,1.0
2022-01-03 18:00:00,36.47130513,0.1,33.49441203,-0.4365413080442423,18.0,1.0
2022-01-03 19:00:00,35.77046942,0.3,32.46256969,0.014300121429355217,19.0,1.0
2022-01-03 20:00:00,34.51586964,0.8,31.17906684,0.8063653056302399,20.0,1.0
2022-01-03 21:00:00,32.30221094,0.3,29.15906555,0.33370713492569476,21.0,1.0
2022-01-03 22:00:00,29.59135245,0.3,26.52363227,0.9411490998248508,22.0,1.0
2022-01-03 23:00:00,27.08635268,0.3,24.15448306,1.0816478305165955,23.0,1.0
2022-01-04 00:00:00,25.45736014,0.2,22.98376414,-0.6684445575549658,0.0,1.0
2022-01-04 01:00:00,24.57259811,0.3,23.05372184,1.3906374552802698,1.0,1.0
2022-01-04 02:00:00,24.22159153,0.1,22.91222062,0.7298116956785408,2.0,1.0
2022-01-04 03:00:00,24.26654444,0.1,23.20784491,-0.07725368014480694,3.0,1.0
2022-01-04 04:00:00,24.53096853,0.0,24.09393819,-1.6400350050243029,4.0,1.0
2022-01-04 05:00:00,25.83947531,0.0,25.93375567,0.2333716473370508,5.0,1.0
2022-01-04 06:00:00,28.92134684,0.1,29.08466806,-0.06276734320068586,6.0,1.0
2022-01-04 07:00:00,32.3320797,0.1,32.99791298,1.9753786635903525,7.0,1.0
2022-01-04 08:00:00,34.65733463,0.2,35.13377611,-1.312827354399564,8.0,1.0
2022-01-04 09:00:00,35.27547602,0.2,35.46974753,0.22826288909915837,9.0,1.0
2022-01-04 10:00:00,35.91179964,0.2,35.35609827,0.4098156720720452,10.0,1.0
2022-01-04 11:00:00,36.1884765,0.0,34.77731358,1.2344330128496186,11.0,1.0
2022-01-04 12:00:00,36.46511302,-0.1,34.73597614,-0.225639966992679,12.0,1.0
2022-01-04 13:00:00,36.30940292,-0.2,35.39288146,1.0264939893887508,13.0,1.0
2022-01-04 14:00:00,35.9376396,-0.6,35.44248529,-0.9493423423704219,14.0,1.0
2022-01-04 15:00:00,37.07503366,-1.2,36.52810283,-1.2618535670228406,15.0,1.0
2022-01-04 16:00:00,37.71376631,-1.2,37.61489906,0.7518268847145209,16.0,1.0
2022-01-04 17:00:00,37.95549617,-2.3,37.88575601,-3.9884913141472067,17.0,1.0
2022-01-04 18:00:00,37.92721387,-3.8,36.47130513,-4.262989492031291,18.0,1.0
2022-01-04 19:00:00,37.26578852,-4.9,35.77046942,-6.968979338671321,19.0,1.0
2022-01-04 20:00:00,36.48628944,-5.0,34.51586964,-4.590306091730667,20.0,1.0
2022-01-04 21:00:00,34.23947339,-4.4,32.30221094,-3.3598221684429057,21.0,1.0
2022-01-04 22:00:00,31.97021149,-3.9,29.59135245,-2.641298198860658,22.0,1.0
2022-01-04 23:00:00,29.97965405,-3.7,27.08635268,-4.157657128582125,23.0,1.0
2022-01-05 00:00:00,28.18351625,-4.0,25.45736014,-5.228835626929522,0.0,0.0
2022-01-05 01:00:00,27.42446856,-4.1,24.57259811,-4.532952325708054,1.0,0.0
2022-01-05 02:00:00,26.91447776,-4.0,24.22159153,-5.403055779284243,2.0,0.0
2022-01-05 03:00:00,26.78388575,-5.3,24.26654444,-5.730711201843709,3.0,0.0
2022-01-05 04:00:00,27.44801777,-6.3,24.53096853,-4.815636833565799,4.0,0.0
2022-01-05 05:00:00,28.60313486,-6.7,25.83947531,-7.3096660117390355,5.0,0.0
2022-01-05 06:00:00,30.31594288,-7.7,28.92134684,-7.9570286125116505,6.0,0.0
2022-01-05 07:00:00,31.89424882,-7.7,32.3320797,-7.744019845357525,7.0,0.0
2022-01-05 08:00:00,33.28370446,-7.3,34.65733463,-6.4829059649685865,8.0,0.0
2022-01-05 09:00:00,34.52015162,-6.6,35.27547602,-6.871316564984842,9.0,0.0
2022-01-05 10:00:00,35.39487706,-6.6,35.91179964,-6.178169312949881,10.0,0.0
2022-01-05 11:00:00,35.67339999,-4.8,36.1884765,-4.670215017885932,11.0,0.0
2022-01-05 12:00:00,35.65441895,-4.6,36.46511302,-4.547017469770729,12.0,0.0
2022-01-05 13:00:00,35.58973437,-4.6,36.30940292,-3.0620955025881025,13.0,0.0
2022-01-05 14:00:00,36.01543145,-5.5,35.9376396,-3.977461894481459,14.0,0.0
2022-01-05 15:00:00,37.42570923,-6.8,37.07503366,-7.268963906708538,15.0,0.0
2022-01-05 16:00:00,39.24675558,-7.9,37.71376631,-8.573892771946014,16.0,0.0
2022-01-05 17:00:00,39.98545507,-11.3,37.95549617,-11.951727122902117,17.0,0.0
2022-01-05 18:00:00,39.7945209,-10.3,37.92721387,-11.918085046895364,18.0,0.0
2022-01-05 19:00:00,39.1241278,-11.1,37.26578852,-10.848038082466202,19.0,0.0
2022-01-05 20:00:00,37.6689549,-10.8,36.48628944,-12.404912508387172,20.0,0.0
2022-01-05 21:00:00,36.2695654,-10.5,34.23947339,-10.559703293171516,21.0,0.0
2022-01-05 22:00:00,33.95003932,-12.2,31.97021149,-12.252011138834149,22.0,0.0
2022-01-05 23:00:00,32.32416993,-12.1,29.97965405,-12.40852179566821,23.0,0.0
2022-01-06 00:00:00,30.89385808,-9.2,28.18351625,-9.748450158187193,0.0,1.0
2022-01-06 01:00:00,29.48446791,-7.1,27.42446856,-6.8070938852575615,1.0,1.0
2022-01-06 02:00:00,28.9679254,-6.4,26.91447776,-6.391027728204577,2.0,1.0
2022-01-06 03:00:00,28.34516089,-5.6,26.78388575,-5.1224376648427326,3.0,1.0
2022-01-06 04:00:00,28.39867778,-5.2,27.44801777,-4.797317235436047,4.0,1.0
2022-01-06 05:00:00,29.2537029,-4.2,28.60313486,-3.1473532474809005,5.0,1.0
2022-01-06 06:00:00,31.06366504,-3.5,30.31594288,-3.881279462620998,6.0,1.0
2022-01-06 07:00:00,34.11323033,-3.0,31.89424882,-2.9041886358043394,7.0,1.0
2022-01-06 08:00:00,35.86524346,-2.6,33.28370446,-4.160697169817346,8.0,1.0
2022-01-06 09:00:00,36.63095092,-2.0,34.52015162,-1.2519011119311048,9.0,1.0
2022-01-06 10:00:00,37.05210044,-1.2,35.39487706,-1.8911312465841692,10.0,1.0
2022-01-06 11:00:00,37.23207715,-0.8,35.67339999,-0.9546496181478801,11.0,1.0
2022-01-06 12:00:00,37.66506853,-0.3,35.65441895,-0.27329474917982327,12.0,1.0
2022-01-06 13:00:00,37.24203118,0.0,35.58973437,2.327897608558597,13.0,1.0
2022-01-06 14:00:00,36.78998261,0.0,36.01543145,-0.10736508685734149,14.0,1.0
2022-01-06 15:00:00,37.12560595,0.0,37.42570923,0.19898274798766202,15.0,1.0
2022-01-06 16:00:00,37.60813243,0.0,39.24675558,-0.8710808736946429,16.0,1.0
2022-01-06 17:00:00,37.88302338,-0.1,39.98545507,0.05380297999236708,17.0,1.0
2022-01-06 18:00:00,36.92435001,-0.1,39.7945209,-0.7569586813165111,18.0,1.0
2022-01-06 19:00:00,35.41606695,0.0,39.1241278,-0.4225918206605256,19.0,1.0
2022-01-06 20:00:00,34.03115859,0.1,37.6689549,-0.4623087990842608,20.0,1.0
2022-01-06 21:00:00,32.0630978,0.1,36.2695654,-0.8195462607087517,21.0,1.0
2022-01-06 22:00:00,29.82918991,0.1,33.95003932,0.7815475464206195,22.0,1.0
2022-01-06 23:00:00,27.92143373,0.2,32.32416993,1.5975474233400349,23.0,1.0
2022-01-07 00:00:00,26.4596089,0.2,30.89385808,-1.8703099806016754,0.0,0.0
2022-01-07 01:00:00,25.59754448,0.3,29.48446791,0.8969648266812902,1.0,0.0
2022-01-07 02:00:00,24.80400933,0.2,28.9679254,-0.4024663262927379,2.0,0.0
2022-01-07 03:00:00,24.45877444,0.1,28.34516089,0.35179030362305574,3.0,0.0
2022-01-07 04:00:00,24.33456993,0.1,28.39867778,-0.011652112652432794,4.0,0.0
2022-01-07 05:00:00,25.07908083,-0.1,29.2537029,0.6604664270682932,5.0,0.0
2022-01-07 06:00:00,26.09523142,-0.4,31.06366504,0.11898095224262184,6.0,0.0
2022-01-07 07:00:00,27.14163414,0.0,34.11323033,-0.07129633481300489,7.0,0.0
2022-01-07 08:00:00,28.62032272,-1.0,35.86524346,-0.7623052762136597,8.0,0.0
2022-01-07 09:00:00,30.27346859,-0.3,36.63095092,0.8056817064747241,9.0,0.0
2022-01-07 10:00:00,31.56336583,0.1,37.05210044,0.8115970006991947,10.0,0.0
2022-01-07 11:00:00,32.073365,0.1,37.23207715,0.5286773103618412,11.0,0.0
2022-01-07 12:00:00,32.58654719,0.1,37.66506853,-1.3756624088391065,12.0,0.0
2022-01-07 13:00:00,32.98940188,0.0,37.24203118,0.16103032244968896,13.0,0.0
2022-01-07 14:00:00,33.23558268,-0.2,36.78998261,-0.38991105865186915,14.0,0.0
2022-01-07 15:00:00,33.72133996,-0.2,37.12560595,0.5011277542272847,15.0,0.0
2022-01-07 16:00:00,34.66239594,-0.3,37.60813243,-0.530283695563194,16.0,0.0
2022-01-07 17:00:00,34.90547956,-0.4,37.88302338,-0.6567727885510097,17.0,0.0
2022-01-07 18:00:00,35.19834335,-1.6,36.92435001,-3.1022446298663215,18.0,0.0
2022-01-07 19:00:00,33.94273021,-0.9,35.41606695,0.34019507204119204,19.0,0.0
2022-01-07 20:00:00,32.43401017,-2.1,34.03115859,-2.2886242047826206,20.0,0.0
2022-01-07 21:00:00,31.09362459,-1.3,32.0630978,-1.4850222238826545,21.0,0.0
2022-01-07 22:00:00,29.57241014,-1.2,29.82918991,-1.4826148939853523,22.0,0.0
2022-01-07 23:00:00,27.76986893,-1.4,27.92143373,-1.1577099584275543,23.0,0.0
2022-01-08 00:00:00,26.60101912,-2.7,26.4596089,-2.8549523306392155,0.0,0.0
2022-01-08 01:00:00,25.80081259,-4.9,25.59754448,-4.850242488797657,1.0,0.0
2022-01-08 02:00:00,25.19948843,-3.5,24.80400933,-2.892449774284506,2.0,0.0
2022-01-08 03:00:00,24.87942896,-2.2,24.45877444,-3.2927929300213856,3.0,0.0
2022-01-08 04:00:00,24.89580062,-2.2,24.33456993,-1.5562225256099276,4.0,0.0
2022-01-08 05:00:00,25.33259616,-1.6,25.07908083,-1.7875385379599287,5.0,0.0
2022-01-08 06:00:00,25.87199325,-1.8,26.09523142,-2.768268003004845,6.0,0.0
2022-01-08 07:00:00,27.0550742,-2.3,27.14163414,-2.03482674302146,7.0,0.0
2022-01-08 08:00:00,28.50138739,-2.1,28.62032272,-3.133211904694086,8.0,0.0
2022-01-08 09:00:00,29.81054499,-1.8,30.27346859,-2.6514297262362527,9.0,0.0
2022-01-08 10:00:00,31.10760424,-1.4,31.56336583,-0.6590797902151599,10.0,0.0
2022-01-08 11:00:00,32.09250505,-1.1,32.073365,0.11898398007101951,11.0,0.0
2022-01-08 12:00:00,32.91592085,-0.8,32.58654719,-1.3661809011013282,12.0,0.0
2022-01-08 13:00:00,32.87714774,-0.8,32.98940188,-1.1024160957513263,13.0,0.0
2022-01-08 14:00:00,33.01095708,-0.8,33.23558268,-0.493203674128807,14.0,0.0
2022-01-08 15:00:00,33.51112382,-0.6,33.72133996,-0.8932233353178602,15.0,0.0
2022-01-08 16:00:00,35.32026753,-0.5,34.66239594,-0.009804612725646866,16.0,0.0
2022-01-08 17:00:00,36.07781465,-0.5,34.90547956,-1.0371731249969307,17.0,0.0
